期刊名称,2025分区,Top
Journal of Financial Counseling and Planning,2,\
Journal of Financial Econometrics,3,\
Journal of Financial Economic Policy,4,\
JOURNAL OF FINANCIAL ECONOMICS,1,Yes
JOURNAL OF FINANCIAL INTERMEDIATION,2,\
Journal of Financial Management of Property and Construction,4,\
Journal of Financial Market Infrastructures,4,\
JOURNAL OF FINANCIAL MARKETS,3,\
Journal of Financial Regulation and Compliance,3,\
Journal of Financial Regulation,3,\
Journal of Financial Reporting and Accounting,3,\
Journal of Financial Reporting,4,\
JOURNAL OF FINANCIAL RESEARCH,4,\
Journal of Financial Services Marketing,4,\
JOURNAL OF FINANCIAL SERVICES RESEARCH,4,\
Journal of Financial Stability,2,Yes
JOURNAL OF FIRE SCIENCES,4,\
Journal of Fish and Wildlife Management,4,\
JOURNAL OF FISH BIOLOGY,3,\
JOURNAL OF FISH DISEASES,3,\
Journal of Fisheries,4,\
Journal of Fixed Point Theory and Applications,3,\
Journal of Flood Risk Management,3,\
Journal of Flow Chemistry,4,\
JOURNAL OF FLOW VISUALIZATION AND IMAGE PROCESSING,4,\
JOURNAL OF FLUENCY DISORDERS,3,\
JOURNAL OF FLUID MECHANICS,2,\
Journal of Fluid Science and Technology,4,\
JOURNAL OF FLUIDS AND STRUCTURES,2,\
JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,4,\
JOURNAL OF FLUORESCENCE,3,\
JOURNAL OF FLUORINE CHEMISTRY,4,\
JOURNAL OF FOLKLORE RESEARCH,4,\
JOURNAL OF FOOD AND DRUG ANALYSIS,3,\
Journal of Food and Nutrition Research,4,\
JOURNAL OF FOOD BIOCHEMISTRY,3,\
JOURNAL OF FOOD COMPOSITION AND ANALYSIS,2,Yes
JOURNAL OF FOOD ENGINEERING,2,Yes
Journal of Food Measurement and Characterization,3,\
JOURNAL OF FOOD PROCESS ENGINEERING,3,\
JOURNAL OF FOOD PROCESSING AND PRESERVATION,4,\
JOURNAL OF FOOD PRODUCTS MARKETING,4,\
JOURNAL OF FOOD PROTECTION,3,\
JOURNAL OF FOOD QUALITY,4,\
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,4,\
JOURNAL OF FOOD SAFETY,4,\
JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,4,\
Journal of Food Science and Technology-Ukraine,4,\
JOURNAL OF FOOD SCIENCE,3,\
Journal of Foot & Ankle Surgery,4,\
Journal of Foot and Ankle Research,3,\
JOURNAL OF FORAMINIFERAL RESEARCH,4,\
JOURNAL OF FORECASTING,3,\
Journal of Forensic and Legal Medicine,4,\
Journal of Forensic Nursing,4,\
Journal of Forensic Practice,4,\
JOURNAL OF FORENSIC PSYCHIATRY & PSYCHOLOGY,4,\
Journal of Forensic Psychology Research and Practice,4,\
JOURNAL OF FORENSIC SCIENCES,4,\
Journal of Forest Economics,4,\
Journal of Forest Research,4,\
Journal of Forest Science,4,\
JOURNAL OF FORESTRY RESEARCH,1,Yes
JOURNAL OF FORESTRY,4,\
Journal of Formative Design in Learning,4,\
JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,3,\
Journal of Fractal Geometry,3,\
Journal of Frailty & Aging,3,\
Journal of French and Francophone Philosophy,4,\
Journal of French Language Studies,3,\
JOURNAL OF FRESHWATER ECOLOGY,4,\
Journal of Friction and Wear,4,\
Journal of Function Spaces,4,\
JOURNAL OF FUNCTIONAL ANALYSIS,1,Yes
Journal of Functional Biomaterials,3,\
Journal of Functional Foods,2,\
Journal of Functional Morphology and Kinesiology,3,\
JOURNAL OF FUNCTIONAL PROGRAMMING,3,\
Journal of Fungi,2,\
JOURNAL OF FURTHER AND HIGHER EDUCATION,3,\
JOURNAL OF FUSION ENERGY,4,\
Journal of Future Foods,1,Yes
JOURNAL OF FUTURES MARKETS,4,\
Journal of Futures Studies,4,\
Journal of Gambling Issues,4,\
JOURNAL OF GAMBLING STUDIES,3,\
Journal of Gaming and Virtual Worlds,4,\
Journal of Gastric Cancer,4,\
JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,3,\
JOURNAL OF GASTROENTEROLOGY,1,Yes
Journal of Gastrointestinal and Liver Diseases,4,\
Journal of Gastrointestinal Cancer,4,\
Journal of Gastrointestinal Oncology,4,\
JOURNAL OF GASTROINTESTINAL SURGERY,3,\
Journal of Gay & Lesbian Mental Health,4,\
JOURNAL OF GAY & LESBIAN SOCIAL SERVICES,4,\
Journal of Gemmology,4,\
JOURNAL OF GENDER STUDIES,3,\
Journal of Gender-Based Violence,3,\
JOURNAL OF GENE MEDICINE,4,\
JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,4,\
Journal of General and Family Medicine,4,\
JOURNAL OF GENERAL INTERNAL MEDICINE,2,\
JOURNAL OF GENERAL MANAGEMENT,4,\
JOURNAL OF GENERAL PHYSIOLOGY,3,\
JOURNAL OF GENERAL PLANT PATHOLOGY,4,\
JOURNAL OF GENERAL PSYCHOLOGY,4,\
JOURNAL OF GENERAL VIROLOGY,4,\
Journal of Genetic Counseling,4,\
Journal of Genetic Engineering and Biotechnology,3,\
JOURNAL OF GENETIC PSYCHOLOGY,4,\
Journal of Genetics and Genomics,1,Yes
JOURNAL OF GENETICS,4,\
Journal of Genocide Research,2,\
JOURNAL OF GEOCHEMICAL EXPLORATION,3,\
JOURNAL OF GEODESY,2,\
Journal of Geodetic Science,4,\
JOURNAL OF GEODYNAMICS,3,\
Journal of Geographical Sciences,2,\
Journal of Geographical Systems,2,\
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,3,\
Journal of Geography-Chigaku Zasshi,4,\
Journal of Geography-Cografya Dergisi,4,\
JOURNAL OF GEOGRAPHY,2,\
Journal of Geology Geography and Geoecology,4,\
JOURNAL OF GEOLOGY,4,\
JOURNAL OF GEOMETRIC ANALYSIS,2,\
JOURNAL OF GEOMETRY AND PHYSICS,3,\
Journal of Geometry and Symmetry in Physics,4,\
Journal of Geometry,4,\
JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2,\
Journal of Geophysical Research-Biogeosciences,3,\
JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,2,\
JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,2,\
JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,2,\
JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,2,Yes
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,2,\
Journal of Geophysics and Engineering,3,\
Journal of Geosciences,4,\
JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,2,\
Journal of Geovisualization and Spatial Analysis,1,Yes
Journal of Geriatric Cardiology,4,\
Journal of Geriatric Oncology,3,\
Journal of Geriatric Physical Therapy,4,\
JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,4,\
Journal of Germanic Linguistics,2,\
Journal of Gerontological Nursing,4,\
JOURNAL OF GERONTOLOGICAL SOCIAL WORK,4,\
Journal of Gerontology and Geriatrics,4,\
Journal of Ginseng Research,2,\
JOURNAL OF GLACIOLOGY,3,\
JOURNAL OF GLASS STUDIES,4,\
JOURNAL OF GLAUCOMA,3,\
JOURNAL OF GLBT FAMILY STUDIES,3,\
Journal of Global Antimicrobial Resistance,3,\
Journal of Global Economic Analysis,3,\
Journal of Global Entrepreneurship Research,4,\
Journal of Global Fashion Marketing,3,\
Journal of Global Health,3,\
Journal of Global History,1,Yes
Journal of Global Infectious Diseases,4,\
Journal of Global Information Management,4,\
Journal of Global Information Technology Management,4,\
Journal of Global Marketing,4,\
Journal of Global Mobility-The Home of Expatriate Management Research,3,\
Journal of Global Operations and Strategic Sourcing,4,\
JOURNAL OF GLOBAL OPTIMIZATION,4,\
Journal of Global Responsibility,4,\
Journal of Global Scholars of Marketing Science,4,\
Journal of Global Security Studies,2,\
Journal of Global Slavery,2,\
Journal of Global Sport Management,3,\
JOURNAL OF GRAPH THEORY,2,\
JOURNAL OF GREAT LAKES RESEARCH,3,\
Journal of Greek Linguistics,2,\
Journal of Green Building,4,\
Journal of Grey System,4,\
Journal of Grid Computing,3,\
Journal of Groundwater Science and Engineering,3,\
JOURNAL OF GROUP THEORY,4,\
JOURNAL OF GUIDANCE CONTROL AND DYNAMICS,3,\
Journal of Gynecologic Oncology,2,\
JOURNAL OF GYNECOLOGIC SURGERY,4,\
Journal of Gynecology Obstetrics and Human Reproduction,4,\
Journal of Hand and Microsurgery,4,\
JOURNAL OF HAND SURGERY-AMERICAN VOLUME,2,\
Journal of Hand Surgery-Asian-Pacific Volume,4,\
Journal of Hand Surgery-European Volume,3,\
Journal of Hand Therapy,3,\
Journal of Happiness Studies,2,\
Journal of Hard Tissue Biology,4,\
Journal of Hazardous Materials Advances,3,\
Journal of Hazardous Materials Letters,3,\
JOURNAL OF HAZARDOUS MATERIALS,1,Yes
Journal of Hazardous Toxic and Radioactive Waste,4,\
Journal of Head & Neck Physicians and Surgeons,4,\
JOURNAL OF HEAD TRAUMA REHABILITATION,3,\
JOURNAL OF HEADACHE AND PAIN,1,Yes
Journal of Health and Allied Sciences NU,4,\
Journal of Health and Safety at Work,4,\
JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,1,Yes
Journal of Health Care Chaplaincy,4,\
JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,4,\
JOURNAL OF HEALTH COMMUNICATION,3,\
Journal of Health Economics and Outcomes Research,3,\
JOURNAL OF HEALTH ECONOMICS,2,\
Journal of Health Management,4,\
Journal of Health Organization and Management,4,\
JOURNAL OF HEALTH POLITICS POLICY AND LAW,2,\
JOURNAL OF HEALTH POPULATION AND NUTRITION,3,\
JOURNAL OF HEALTH PSYCHOLOGY,3,\
Journal of Health Research,4,\
Journal of Health Services Research & Policy,3,\
Journal of Healthcare Informatics Research,4,\
Journal of Healthcare Leadership,2,\
JOURNAL OF HEALTHCARE MANAGEMENT,4,\
Journal of Healthcare Quality Research,4,\
JOURNAL OF HEART AND LUNG TRANSPLANTATION,1,Yes
Journal of Hebrew Scriptures,4,\
JOURNAL OF HELLENIC STUDIES,1,Yes
JOURNAL OF HELMINTHOLOGY,3,\
Journal of Hematology & Oncology,1,Yes
Journal of Hematology,4,\
Journal of Hematopathology,4,\
Journal of Hepato-Biliary-Pancreatic Sciences,3,\
Journal of Hepatocellular Carcinoma,3,\
JOURNAL OF HEPATOLOGY,1,Yes
Journal of Herbal Medicine,4,\
JOURNAL OF HERBS SPICES AND MEDICINAL PLANTS,4,\
JOURNAL OF HEREDITY,2,\
Journal of Heritage Tourism,3,\
JOURNAL OF HERPETOLOGY,4,\
JOURNAL OF HETEROCYCLIC CHEMISTRY,3,\
JOURNAL OF HEURISTICS,4,\
Journal of High Energy Astrophysics,3,\
JOURNAL OF HIGH ENERGY PHYSICS,2,Yes
JOURNAL OF HIGH SPEED NETWORKS,4,\
Journal of Higher Education Policy and Management,2,\
JOURNAL OF HIGHER EDUCATION,3,\
Journal of Himalayan Earth Sciences,4,\
Journal of Hindu Studies,4,\
Journal of Hip Preservation Surgery,4,\
JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY,4,\
Journal of Historic Buildings and Places,4,\
JOURNAL OF HISTORICAL GEOGRAPHY,2,Yes
Journal of Historical Linguistics,3,\
Journal of Historical Pragmatics,3,\
Journal of Historical Research in Marketing,4,\
Journal of Historical Research in Music Education,3,\
Journal of Historical Sociolinguistics,4,\
Journal of History-NCCU,4,\
JOURNAL OF HISTOTECHNOLOGY,4,\
Journal of HIV-AIDS & Social Services,4,\
Journal of Holistic Nursing,3,\
Journal of Holy Land and Palestine Studies,3,\
Journal of Homeland Security and Emergency Management,4,\
JOURNAL OF HOMOSEXUALITY,3,\
Journal of Homotopy and Related Structures,2,\
JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,4,\
Journal of Horticultural Sciences,4,\
Journal of Hospice & Palliative Nursing,4,\
Journal of Hospital Infection,3,\
Journal of Hospital Medicine,4,\
Journal of Hospitality & Tourism Education,3,\
Journal of Hospitality & Tourism Research,3,\
Journal of Hospitality and Tourism Insights,3,\
Journal of Hospitality and Tourism Management,1,Yes
Journal of Hospitality and Tourism Technology,3,\
Journal of Hospitality Leisure Sport & Tourism Education,2,Yes
Journal of Hospitality Marketing & Management,1,Yes
Journal of Housing and the Built Environment,3,\
JOURNAL OF HOUSING ECONOMICS,4,\
Journal of Human Behavior in the Social Environment,4,\
Journal of Human Capital,3,\
Journal of Human Development and Capabilities,3,\
JOURNAL OF HUMAN EVOLUTION,1,Yes
JOURNAL OF HUMAN GENETICS,3,\
JOURNAL OF HUMAN HYPERTENSION,4,\
Journal of Human Kinetics,3,\
JOURNAL OF HUMAN LACTATION,3,\
JOURNAL OF HUMAN NUTRITION AND DIETETICS,4,\
JOURNAL OF HUMAN RESOURCES,1,Yes
Journal of Human Rights and Social Work,4,\
Journal of Human Rights and the Environment,3,\
Journal of Human Rights Practice,3,\
Journal of Human Rights,3,\
Journal of Human Sport and Exercise,4,\
Journal of Human Values,4,\
Journal of Humanistic Counseling,4,\
Journal of Humanistic Mathematics,4,\
JOURNAL OF HUMANISTIC PSYCHOLOGY,4,\
Journal of Humanitarian Logistics and Supply Chain Management,4,\
Journal of Hunger & Environmental Nutrition,4,\
Journal of Huntingtons Disease,4,\
JOURNAL OF HYDRAULIC ENGINEERING,3,\
JOURNAL OF HYDRAULIC RESEARCH,3,\
Journal of Hydro-environment Research,4,\
Journal of Hydrodynamics,3,\
JOURNAL OF HYDROINFORMATICS,3,\
JOURNAL OF HYDROLOGIC ENGINEERING,4,\
Journal of Hydrology and Hydromechanics,3,\
Journal of Hydrology X,3,\
Journal of Hydrology-Regional Studies,2,Yes
Journal of Hydrology,1,Yes
JOURNAL OF HYDROMETEOROLOGY,3,\
JOURNAL OF HYMENOPTERA RESEARCH,3,\
Journal of Hyperbolic Differential Equations,4,\
JOURNAL OF HYPERTENSION,3,\
Journal of Iberian and Latin American Research,4,\
Journal of Iberian and Latin American Studies,2,\
JOURNAL OF IBERIAN GEOLOGY,4,\
Journal of Ichthyology,4,\
Journal of ICT Research and Applications,4,\
Journal of Illustration,3,\
Journal of IMAB,4,\
JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,4,\
Journal of Imaging,3,\
Journal of Immersion and Content-Based Language Education,3,\
Journal of Immigrant & Refugee Studies,3,\
Journal of Immigrant and Minority Health,4,\
JOURNAL OF IMMUNOLOGICAL METHODS,4,\
Journal of Immunology Research,3,\
JOURNAL OF IMMUNOLOGY,3,\
JOURNAL OF IMMUNOTHERAPY,4,\
Journal of Immunotoxicology,4,\
JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,2,Yes
JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,4,\
Journal of Indian Academy of Oral Medicine and Radiology,4,\
Journal of Indian Association for Child and Adolescent Mental Health,4,\
Journal of Indian Association of Public Health Dentistry,4,\
Journal of Indian Business Research,4,\
Journal of Indian Council of Philosophical Research,4,\
Journal of Indian Geophysical Union,4,\
JOURNAL OF INDIAN PHILOSOPHY,2,\
Journal of Indian Prosthodontic Society,4,\
Journal of Individual Differences,4,\
JOURNAL OF INDO-EUROPEAN STUDIES,4,\
Journal of Industrial and Business Economics,4,\
Journal of Industrial and Engineering Chemistry,3,\
Journal of Industrial and Management Optimization,4,\
Journal of Industrial and Production Engineering,3,\
JOURNAL OF INDUSTRIAL ECOLOGY,3,\
JOURNAL OF INDUSTRIAL ECONOMICS,3,\
Journal of Industrial Engineering and Management-JIEM,4,\
Journal of Industrial Information Integration,1,Yes
Journal of Industrial Integration and Management-Innovation and Entrepreneurship,4,\
JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,4,\
Journal of Industrial Relations,4,\
Journal of Industrial Textiles,4,\
Journal of Industry Competition & Trade,4,\
JOURNAL OF INEQUALITIES AND APPLICATIONS,3,\
Journal of Inequalities and Special Functions,4,\
JOURNAL OF INFECTION AND CHEMOTHERAPY,4,\
Journal of Infection and Public Health,3,\
Journal of Infection in Developing Countries,4,\
Journal of Infection Prevention,4,\
JOURNAL OF INFECTION,2,\
JOURNAL OF INFECTIOUS DISEASES,2,\
Journal of Inflammation Research,3,\
Journal of Inflammation-London,3,\
Journal of Information & Knowledge Management,4,\
JOURNAL OF INFORMATION & OPTIMIZATION SCIENCES,4,\
Journal of Information and Communication Technology-Malaysia,4,\
Journal of Information and Organizational Sciences,4,\
Journal of Information and Telecommunication,4,\
Journal of Information Assurance and Security,4,\
Journal of Information Communication & Ethics in Society,3,\
Journal of Information Display,2,\
Journal of Information Policy,4,\
Journal of Information Processing Systems,4,\
JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,4,\
JOURNAL OF INFORMATION SCIENCE,4,\
Journal of Information Security and Applications,3,\
JOURNAL OF INFORMATION SYSTEMS,4,\
Journal of Information Technology & Politics,2,\
Journal of Information Technology Education-Innovations in Practice,4,\
Journal of Information Technology Education-Research,4,\
Journal of Information Technology in Construction,3,\
Journal of Information Technology Research,4,\
JOURNAL OF INFORMATION TECHNOLOGY,3,\
Journal of Informetrics,2,\
JOURNAL OF INFRARED AND MILLIMETER WAVES,3,\
Journal of Infrared Millimeter and Terahertz Waves,4,\
Journal of Infrastructure Systems,4,\
Journal of Infusion Nursing,4,\
JOURNAL OF INHERITED METABOLIC DISEASE,2,\
Journal of Innate Immunity,3,\
Journal of Innovation & Knowledge,1,Yes
Journal of Innovation Economics & Management,4,\
Journal of Innovative Optical Health Sciences,4,\
Journal of Inorganic and Organometallic Polymers and Materials,3,\
JOURNAL OF INORGANIC BIOCHEMISTRY,2,\
JOURNAL OF INORGANIC MATERIALS,3,\
JOURNAL OF INSECT BEHAVIOR,4,\
Journal of Insect Biodiversity,4,\
JOURNAL OF INSECT CONSERVATION,3,\
JOURNAL OF INSECT PHYSIOLOGY,2,\
JOURNAL OF INSECT SCIENCE,3,\
Journal of Insects as Food and Feed,3,\
JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,4,\
Journal of Institutional Economics,2,\
Journal of Institutional Studies,4,\
Journal of Instrumentation,4,\
Journal of Insurance Issues,4,\
Journal of Integer Sequences,4,\
Journal of Integral Equations and Applications,4,\
Journal of Integrated Care,4,\
Journal of Integrated Design & Process Science,4,\
Journal of Integrated Pest Management,3,\
Journal of Integrative Agriculture,1,Yes
Journal of Integrative and Complementary Medicine,4,\
Journal of Integrative Bioinformatics,4,\
Journal of Integrative Environmental Sciences,3,\
Journal of Integrative Medicine-JIM,2,\
Journal of Integrative Neuroscience,3,\
Journal of Integrative Plant Biology,1,Yes
JOURNAL OF INTELLECTUAL & DEVELOPMENTAL DISABILITY,3,\
Journal of Intellectual Capital,2,\
Journal of Intellectual Disabilities and Offending Behaviour,4,\
Journal of Intellectual Disabilities,4,\
JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,3,\
Journal of Intellectual Property Law & Practice,4,\
Journal of Intelligence Studies in Business,4,\
Journal of Intelligence,3,\
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,4,\
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,4,\
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,3,\
JOURNAL OF INTELLIGENT MANUFACTURING,2,\
JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES,4,\
Journal of Intelligent Systems,4,\
Journal of Intelligent Transportation Systems,3,\
JOURNAL OF INTENSIVE CARE MEDICINE,3,\
Journal of Intensive Care,2,\
Journal of Intensive Medicine,4,\
Journal of Inter-Organizational Relationships,4,\
Journal of Interactional Research in Communication Disorders,4,\
JOURNAL OF INTERACTIVE MARKETING,2,\
Journal of Interactive Media in Education,3,\
JOURNAL OF INTERCONNECTION NETWORKS,4,\
Journal of Intercultural Studies,3,\
Journal of Interdisciplinary Economics,4,\
JOURNAL OF INTERDISCIPLINARY HISTORY,4,\
JOURNAL OF INTERDISCIPLINARY MATHEMATICS,4,\
JOURNAL OF INTERFERON AND CYTOKINE RESEARCH,4,\
Journal of Intergenerational Relationships,4,\
Journal of Interior Design,3,\
JOURNAL OF INTERNAL MEDICINE,1,Yes
Journal of International Accounting Auditing and Taxation,3,\
Journal of International Accounting Research,4,\
Journal of International Advanced Otology,4,\
Journal of International and Comparative Education,4,\
Journal of International and Comparative Law,4,\
Journal of International and Intercultural Communication,2,\
Journal of International Arbitration,4,\
Journal of International Business Policy,2,\
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,1,Yes
Journal of International Commerce Economics and Policy,4,\
Journal of International Consumer Marketing,4,\
Journal of International Criminal Justice,2,\
Journal of International Development,3,\
Journal of International Dispute Settlement,3,\
JOURNAL OF INTERNATIONAL ECONOMIC LAW,2,\
JOURNAL OF INTERNATIONAL ECONOMICS,1,Yes
Journal of International Education in Business,4,\
Journal of International Entrepreneurship,3,\
Journal of International Financial Management & Accounting,1,Yes
Journal of International Financial Markets Institutions & Money,2,\
Journal of International Humanitarian Legal Studies,4,\
Journal of International Management,1,Yes
JOURNAL OF INTERNATIONAL MARKETING,2,\
JOURNAL OF INTERNATIONAL MEDICAL RESEARCH,4,\
Journal of International Migration and Integration,3,\
JOURNAL OF INTERNATIONAL MONEY AND FINANCE,3,\
Journal of International Oral Health,4,\
Journal of International Political Theory,3,\
Journal of International Relations and Development,2,\
Journal of International Society of Preventive and Community Dentistry,4,\
Journal of International Students,4,\
Journal of International Studies-JIS,4,\
Journal of International Trade & Economic Development,3,\
Journal of International Trade Law and Policy,4,\
Journal of Internet Commerce,4,\
Journal of Internet Services and Applications,4,\
Journal of Internet Technology,4,\
JOURNAL OF INTERPERSONAL VIOLENCE,3,\
Journal of Interprofessional Care,4,\
Journal of Intervention and Statebuilding,2,\
JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY,4,\
JOURNAL OF INTERVENTIONAL CARDIOLOGY,4,\
JOURNAL OF INVASIVE CARDIOLOGY,4,\
Journal of Inverse and Ill-Posed Problems,4,\
JOURNAL OF INVERTEBRATE PATHOLOGY,2,\
JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,3,\
JOURNAL OF INVESTIGATIVE DERMATOLOGY,2,\
Journal of Investigative Medicine High Impact Case Reports,4,\
JOURNAL OF INVESTIGATIVE MEDICINE,4,\
Journal of Investigative Psychology and Offender Profiling,4,\
JOURNAL OF INVESTIGATIVE SURGERY,4,\
Journal of Investing,4,\
Journal of Investment Management,4,\
Journal of Investment Strategies,4,\
JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL,2,\
JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,4,\
Journal of ISAKOS Joint Disorders & Orthopaedic Sports Medicine,3,\
Journal of Islamic Accounting and Business Research,3,\
Journal of Islamic Archaeology,2,\
Journal of Islamic Manuscripts,4,\
Journal of Islamic Marketing,4,\
Journal of Islamic Studies,2,\
Journal of Island & Coastal Archaeology,2,\
Journal of Israeli History,3,\
Journal of Istanbul Faculty of Medicine-Istanbul Tip Fakultesi Dergisi,4,\
Journal of Italian Cinema and Media Studies,2,\
Journal of Japanese Philosophy,4,\
JOURNAL OF JAPANESE STUDIES,4,\
Journal of Jesuit Studies,2,\
Journal of Jewish Education,4,\
Journal of Jewish Languages,2,\
JOURNAL OF JEWISH STUDIES,2,\
JOURNAL OF JEWISH THOUGHT & PHILOSOPHY,4,\
Journal of Judicial Administration,4,\
Journal of Kidney Cancer and VHL,4,\
JOURNAL OF KING SAUD UNIVERSITY SCIENCE,3,\
Journal of King Saud University-Computer and Information Sciences,2,\
Journal of Knee Surgery,4,\
JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS,4,\
Journal of Knowledge Management,2,Yes
Journal of Korea Trade,4,\
Journal of Korean Academy of Nursing,4,\
JOURNAL OF KOREAN MEDICAL SCIENCE,4,\
Journal of Korean Neurosurgical Society,4,\
Journal of Korean Religions,4,\
Journal of Korean Society for Atmospheric Environment,4,\
Journal of Korean Studies,3,\
Journal of Krishna Institute of Medical Sciences University,4,\
JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS,4,\
Journal of Labor and Society,4,\
JOURNAL OF LABOR ECONOMICS,1,Yes
JOURNAL OF LABOR RESEARCH,4,\
Journal of Laboratory Medicine,4,\
Journal of Laboratory Physicians,4,\
Journal of Land Use Science,3,\
Journal of Landscape Architecture,4,\
Journal of Language Aggression and Conflict,2,\
Journal of Language and Cultural Education,4,\
Journal of Language and Education,4,\
Journal of Language and Literacy Education,4,\
Journal of Language and Politics,2,\
Journal of Language and Sexuality,2,\
JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY,2,\
Journal of Language Contact,3,\
Journal of Language Evolution,2,\
Journal of Language Identity and Education,3,\
Journal of Language Literature and Culture,4,\
Journal of Language Teaching and Learning,4,\
Journal of Laparoendoscopic & Advanced Surgical Techniques,4,\
JOURNAL OF LARYNGOLOGY AND OTOLOGY,4,\
JOURNAL OF LASER APPLICATIONS,4,\
Journal of Laser Micro Nanoengineering,4,\
Journal of Lasers in Medical Sciences,4,\
Journal of Late Antiquity,2,\
Journal of Latin American and Caribbean Anthropology,3,\
Journal of Latin American Cultural Studies,4,\
Journal of Latin American Geography,4,\
JOURNAL OF LATIN AMERICAN STUDIES,3,\
Journal of Latin Linguistics,3,\
JOURNAL OF LATINOS AND EDUCATION,4,\
Journal of Latinx Psychology,3,\
JOURNAL OF LAW & ECONOMICS,3,\
Journal of Law and Courts,3,\
Journal of Law and Medicine,4,\
Journal of Law and Political Sciences,4,\
Journal of Law and Religion,3,\
Journal of Law and Social Deviance,4,\
JOURNAL OF LAW AND SOCIETY,3,\
Journal of Law and the Biosciences,2,\
JOURNAL OF LAW ECONOMICS & ORGANIZATION,3,\
Journal of Law Finance and Accounting,4,\
JOURNAL OF LAW MEDICINE & ETHICS,4,\
Journal of Leadership & Organizational Studies,3,\
Journal of Leadership Studies,4,\
Journal of Learning Analytics,3,\
JOURNAL OF LEARNING DISABILITIES,2,\
Journal of Learning Styles,4,\
Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,4,\
Journal of Legal Analysis,2,\
JOURNAL OF LEGAL EDUCATION,4,\
Journal of Legal History,1,Yes
JOURNAL OF LEGAL MEDICINE,4,\
Journal of Legal Studies Education,4,\
JOURNAL OF LEGAL STUDIES,4,\
Journal of Legislative Studies,4,\
JOURNAL OF LEISURE RESEARCH,3,\
Journal of Lesbian Studies,4,\
JOURNAL OF LEUKOCYTE BIOLOGY,4,\
Journal of LGBT Youth,3,\
Journal of LGBTQ Issues in Counseling,4,\
JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,4,\
Journal of Library Administration,4,\
Journal of Library and Information Studies,4,\
JOURNAL OF LIE THEORY,4,\
JOURNAL OF LIGHTWAVE TECHNOLOGY,2,Yes
JOURNAL OF LIMNOLOGY,4,\
Journal of Linguistic Anthropology,1,Yes
JOURNAL OF LINGUISTICS,2,\
JOURNAL OF LIPID RESEARCH,2,\
JOURNAL OF LIPOSOME RESEARCH,4,\
JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES,4,\
JOURNAL OF LITERACY RESEARCH,3,\
JOURNAL OF LITERARY SEMANTICS,3,\
Journal of Literary Studies,3,\
Journal of Literary Theory,2,\
Journal of Lithic Studies,4,\
Journal of Livestock Science,4,\
Journal of Location Based Services,4,\
Journal of Logic and Analysis,4,\
JOURNAL OF LOGIC AND COMPUTATION,3,\
Journal of Logic Language and Information,3,\
Journal of Logical and Algebraic Methods in Programming,4,\
