Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
International Journal of E-Health and Medical Communications,INTERNATIONAL JOURNAL OF E HEALTH AND MEDICAL COMMUNICATIONS,4,,Q4
International Journal of E-Planning Research,INTERNATIONAL JOURNAL OF E PLANNING RESEARCH,4,,Q4
INTERNATIONAL JOURNAL OF EARLY CHILDHOOD,INTERNATIONAL JOURNAL OF EARLY CHILDHOOD,4,,Q2
International Journal of Early Years Education,INTERNATIONAL JOURNAL OF EARLY YEARS EDUCATION,4,,Q2
INTERNATIONAL JOURNAL OF EARTH SCIENCES,INTERNATIONAL JOURNAL OF EARTH SCIENCES,3,,Q3
INTERNATIONAL JOURNAL OF EATING DISORDERS,INTERNATIONAL JOURNAL OF EATING DISORDERS,2,,Q1
International Journal of Ecological Economics & Statistics,INTERNATIONAL JOURNAL OF ECOLOGICAL ECONOMICS AND STATISTICS,4,,Q4
International Journal of Ecology & Development,INTERNATIONAL JOURNAL OF ECOLOGY AND DEVELOPMENT,4,,Q4
International Journal of Economic Policy Studies,INTERNATIONAL JOURNAL OF ECONOMIC POLICY STUDIES,4,,Q3
International Journal of Economic Sciences,INTERNATIONAL JOURNAL OF ECONOMIC SCIENCES,3,,Q2
International Journal of Economic Theory,INTERNATIONAL JOURNAL OF ECONOMIC THEORY,4,,Q3
International Journal of Economics Management and Accounting,INTERNATIONAL JOURNAL OF ECONOMICS MANAGEMENT AND ACCOUNTING,4,,Q4
International Journal of the Economics of Business,INTERNATIONAL JOURNAL OF ECONOMICS OF BUSINESS,4,,Q3
International Journal of Education and the Arts,INTERNATIONAL JOURNAL OF EDUCATION AND ARTS,4,,Q3
International Journal of Education and Information Technologies,INTERNATIONAL JOURNAL OF EDUCATION AND INFORMATION TECHNOLOGIES,4,,Q3
International Journal of Education in Mathematics Science and Technology,INTERNATIONAL JOURNAL OF EDUCATION IN MATHEMATICS SCIENCE AND TECHNOLOGY,4,,Q3
International Journal of Education through Art,INTERNATIONAL JOURNAL OF EDUCATION THROUGH ART,4,,Q3
INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,3,,Q1
International Journal of Educational Leadership and Management,INTERNATIONAL JOURNAL OF EDUCATIONAL LEADERSHIP AND MANAGEMENT,4,,Q3
International Journal of Educational Management,INTERNATIONAL JOURNAL OF EDUCATIONAL MANAGEMENT,4,,Q3
International Journal of Educational Psychology,INTERNATIONAL JOURNAL OF EDUCATIONAL PSYCHOLOGY,4,,Q4
International Journal of Educational Research,INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,3,,Q1
International Journal of Educational Research and Innovation,INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH AND INNOVATION,4,,Q2
International Journal of Educational Sciences,INTERNATIONAL JOURNAL OF EDUCATIONAL SCIENCES,4,,Q4
International Journal of Educational Technology in Higher Education,INTERNATIONAL JOURNAL OF EDUCATIONAL TECHNOLOGY IN HIGHER EDUCATION,1,Yes,Q1
International Journal of Electric and Hybrid Vehicles,INTERNATIONAL JOURNAL OF ELECTRIC AND HYBRID VEHICLES,4,,Q4
International Journal of Electrical and Computer Engineering Systems,INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING SYSTEMS,4,,Q4
INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,INTERNATIONAL JOURNAL OF ELECTRICAL POWER AND ENERGY SYSTEMS,2,,Q1
International Journal of Electrochemical Science,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,4,,Q3
International Journal of Electrochemistry,INTERNATIONAL JOURNAL OF ELECTROCHEMISTRY,,,Q3
INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,3,,Q1
International Journal of Electronic Government Research,INTERNATIONAL JOURNAL OF ELECTRONIC GOVERNMENT RESEARCH,4,,Q2
International Journal of Electronic Security and Digital Forensics,INTERNATIONAL JOURNAL OF ELECTRONIC SECURITY AND DIGITAL FORENSICS,4,,Q4
INTERNATIONAL JOURNAL OF ELECTRONICS,INTERNATIONAL JOURNAL OF ELECTRONICS,4,,Q4
International Journal of Electronics and Telecommunications,INTERNATIONAL JOURNAL OF ELECTRONICS AND TELECOMMUNICATIONS,4,,Q4
International Journal of Embedded and Real-Time Communication Systems (IJERTCS),INTERNATIONAL JOURNAL OF EMBEDDED AND REAL TIME COMMUNICATION SYSTEMS IJERTCS,4,,
International Journal of Embedded Systems,INTERNATIONAL JOURNAL OF EMBEDDED SYSTEMS,4,,Q4
International Journal of Emergency Management,INTERNATIONAL JOURNAL OF EMERGENCY MANAGEMENT,4,,Q4
International Journal of Emergency Medicine,INTERNATIONAL JOURNAL OF EMERGENCY MEDICINE,4,,Q2
International Journal of Emergency Services,INTERNATIONAL JOURNAL OF EMERGENCY SERVICES,4,,Q2
International Journal of Emerging Electric Power Systems,INTERNATIONAL JOURNAL OF EMERGING ELECTRIC POWER SYSTEMS,4,,Q4
International Journal of Emerging Markets,INTERNATIONAL JOURNAL OF EMERGING MARKETS,4,,Q1
International Journal of Emotional Education,INTERNATIONAL JOURNAL OF EMOTIONAL EDUCATION,4,,Q4
International Journal of Endocrinology,INTERNATIONAL JOURNAL OF ENDOCRINOLOGY,4,,Q3
International Journal of Endocrinology and Metabolism,INTERNATIONAL JOURNAL OF ENDOCRINOLOGY AND METABOLISM,4,,Q4
International Journal of Energetic Materials and Chemical Propulsion,INTERNATIONAL JOURNAL OF ENERGETIC MATERIALS AND CHEMICAL PROPULSION,4,,Q4
International Journal of Energy and Environmental Engineering,INTERNATIONAL JOURNAL OF ENERGY AND ENVIRONMENTAL ENGINEERING,4,,Q3
International Journal of Energy Optimization and Engineering,INTERNATIONAL JOURNAL OF ENERGY OPTIMIZATION AND ENGINEERING,4,,
INTERNATIONAL JOURNAL OF ENERGY RESEARCH,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4,,Q1
International Journal of Energy Sector Management,INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT,4,,Q2
International Journal of Engine Research,INTERNATIONAL JOURNAL OF ENGINE RESEARCH,4,,Q2
International Journal of Engineering,INTERNATIONAL JOURNAL OF ENGINEERING,4,,Q2
International Journal of Engineering and Geosciences,INTERNATIONAL JOURNAL OF ENGINEERING AND GEOSCIENCES,3,,Q2
International Journal of Engineering and Technology Innovation,INTERNATIONAL JOURNAL OF ENGINEERING AND TECHNOLOGY INNOVATION,4,,Q3
International Journal of Engineering Business Management,INTERNATIONAL JOURNAL OF ENGINEERING BUSINESS MANAGEMENT,3,,Q1
INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,4,,Q3
International Journal of Engineering Pedagogy,INTERNATIONAL JOURNAL OF ENGINEERING PEDAGOGY,4,,Q2
International Journal of Engineering Research in Africa,INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH IN AFRICA,4,,Q3
INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,2,,Q1
International Journal of Engineering Social Justice and Peace,INTERNATIONAL JOURNAL OF ENGINEERING SOCIAL JUSTICE AND PEACE,4,,Q4
International Journal of Engineering Systems Modelling and SImulation,INTERNATIONAL JOURNAL OF ENGINEERING SYSTEMS MODELLING AND SIMULATION,4,,Q3
International Journal of English Studies,INTERNATIONAL JOURNAL OF ENGLISH STUDIES,4,,
International Journal of Enterprise Information Systems,INTERNATIONAL JOURNAL OF ENTERPRISE INFORMATION SYSTEMS,4,,Q4
INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR AND RESEARCH,3,,Q2
International Journal of Entrepreneurial Venturing,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,4,,Q4
International Journal of Entrepreneurship and Innovation,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION,4,,Q3
International Journal of Entrepreneurship & Small Business,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS,,,Q4
INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,4,,Q4
International Journal of Environment and Sustainable Development,INTERNATIONAL JOURNAL OF ENVIRONMENT AND SUSTAINABLE DEVELOPMENT,4,,Q4
International Journal of Environment and Waste Management,INTERNATIONAL JOURNAL OF ENVIRONMENT AND WASTE MANAGEMENT,4,,Q4
INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,4,,Q3
INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,4,,Q3
International Journal of Environmental Research,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,4,,Q2
International Journal of Environmental Science and Technology,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,4,,Q2
International Journal of Environmental Technology and Management,INTERNATIONAL JOURNAL OF ENVIRONMENTAL TECHNOLOGY AND MANAGEMENT,4,,Q4
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,2,Yes,Q1
International Journal of Esthetic Dentistry,INTERNATIONAL JOURNAL OF ESTHETIC DENTISTRY,4,,Q3
International Journal of Ethics and Systems,INTERNATIONAL JOURNAL OF ETHICS AND SYSTEMS,4,,Q1
International Journal of Ethics Education,INTERNATIONAL JOURNAL OF ETHICS EDUCATION,4,,Q3
International Journal of Event and Festival Management,INTERNATIONAL JOURNAL OF EVENT AND FESTIVAL MANAGEMENT,3,,Q2
International Journal of Evidence & Proof,INTERNATIONAL JOURNAL OF EVIDENCE AND PROOF,4,,Q2
International Journal of Evidence Based Coaching & Mentoring,INTERNATIONAL JOURNAL OF EVIDENCE BASED COACHING AND MENTORING,4,,Q4
International Journal of Exergy,INTERNATIONAL JOURNAL OF EXERGY,4,,Q4
INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,4,,Q2
International Journal of Extreme Manufacturing,INTERNATIONAL JOURNAL OF EXTREME MANUFACTURING,1,Yes,Q1
International Journal of Fashion Design Technology and Education,INTERNATIONAL JOURNAL OF FASHION DESIGN TECHNOLOGY AND EDUCATION,4,,Q2
International Journal of Fashion Studies,INTERNATIONAL JOURNAL OF FASHION STUDIES,4,,
International Journal of Fatigue,INTERNATIONAL JOURNAL OF FATIGUE,2,Yes,Q1
International Journal of Feminist Approaches To Bioethics,INTERNATIONAL JOURNAL OF FEMINIST APPROACHES TO BIOETHICS,4,,Q4
International Journal of Fertility & Sterility,INTERNATIONAL JOURNAL OF FERTILITY AND STERILITY,4,,Q2
INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,INTERNATIONAL JOURNAL OF FINANCE AND ECONOMICS,3,,Q2
International Journal of Financial Engineering,INTERNATIONAL JOURNAL OF FINANCIAL ENGINEERING,4,,Q4
International Journal of Financial Studies,INTERNATIONAL JOURNAL OF FINANCIAL STUDIES,3,,Q2
International Journal of Fluid Mechanics Research,INTERNATIONAL JOURNAL OF FLUID MECHANICS RESEARCH,4,,Q4
International Journal of Fluid Power,INTERNATIONAL JOURNAL OF FLUID POWER,4,,Q4
International Journal of Food Engineering,INTERNATIONAL JOURNAL OF FOOD ENGINEERING,4,,Q4
INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,1,Yes,Q1
INTERNATIONAL JOURNAL OF FOOD PROPERTIES,INTERNATIONAL JOURNAL OF FOOD PROPERTIES,3,,Q2
International Journal of Food Science,INTERNATIONAL JOURNAL OF FOOD SCIENCE,3,,Q2
INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY,INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY,4,,Q2
INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,2,,Q2
INTERNATIONAL JOURNAL OF FORECASTING,INTERNATIONAL JOURNAL OF FORECASTING,2,,Q1
International Journal of Forensic Mental Health,INTERNATIONAL JOURNAL OF FORENSIC MENTAL HEALTH,4,,Q3
International Journal of Forest Engineering,INTERNATIONAL JOURNAL OF FOREST ENGINEERING,2,,Q2
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,4,,Q4
INTERNATIONAL JOURNAL OF FRACTURE,INTERNATIONAL JOURNAL OF FRACTURE,3,,Q2
INTERNATIONAL JOURNAL OF FRANCOPHONE STUDIES,INTERNATIONAL JOURNAL OF FRANCOPHONE STUDIES,4,,
International Journal of Fruit Science,INTERNATIONAL JOURNAL OF FRUIT SCIENCE,3,,Q2
International Journal of Fuzzy Logic and Intelligent Systems,INTERNATIONAL JOURNAL OF FUZZY LOGIC AND INTELLIGENT SYSTEMS,4,,Q3
International Journal of Fuzzy Systems,INTERNATIONAL JOURNAL OF FUZZY SYSTEMS,4,,Q2
International Journal of Game-Based Learning,INTERNATIONAL JOURNAL OF GAME BASED LEARNING,4,,Q2
INTERNATIONAL JOURNAL OF GAME THEORY,INTERNATIONAL JOURNAL OF GAME THEORY,4,,Q4
International Journal of Gaming and Computer-Mediated Simulations,INTERNATIONAL JOURNAL OF GAMING AND COMPUTER MEDIATED SIMULATIONS,4,,Q4
International Journal of Gastrointestinal Intervention,INTERNATIONAL JOURNAL OF GASTROINTESTINAL INTERVENTION,4,,Q4
International Journal of Gastronomy and Food Science,INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE,2,,Q2
International Journal of Gender and Entrepreneurship,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP,4,,Q2
International Journal of General Medicine,INTERNATIONAL JOURNAL OF GENERAL MEDICINE,4,,Q2
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,4,,Q2
International Journal of Genomics,INTERNATIONAL JOURNAL OF GENOMICS,4,,Q3
International Journal of Geo-Engineering,INTERNATIONAL JOURNAL OF GEO ENGINEERING,3,,Q1
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,1,Yes,Q1
International Journal of GEOMATE,INTERNATIONAL JOURNAL OF GEOMATE,4,,Q4
International Journal of Geomechanics,INTERNATIONAL JOURNAL OF GEOMECHANICS,3,,Q2
INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS,INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS,3,,Q1
International Journal of Geophysics,INTERNATIONAL JOURNAL OF GEOPHYSICS,4,,Q3
International Journal of Geosynthetics and Ground Engineering,INTERNATIONAL JOURNAL OF GEOSYNTHETICS AND GROUND ENGINEERING,4,,Q3
International Journal of Geotechnical Earthquake Engineering,INTERNATIONAL JOURNAL OF GEOTECHNICAL EARTHQUAKE ENGINEERING,4,,Q4
International Journal of Geotechnical Engineering,INTERNATIONAL JOURNAL OF GEOTECHNICAL ENGINEERING,3,,Q3
INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,3,,Q1
International Journal of Gerontology,INTERNATIONAL JOURNAL OF GERONTOLOGY,4,,Q4
INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES,INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES,4,,Q4
International Journal of Global Warming,INTERNATIONAL JOURNAL OF GLOBAL WARMING,4,,Q4
International Journal of Green Energy,INTERNATIONAL JOURNAL OF GREEN ENERGY,4,,Q2
International Journal of Greenhouse Gas Control,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,3,,Q2
International Journal of Grid and High Performance Computing,INTERNATIONAL JOURNAL OF GRID AND HIGH PERFORMANCE COMPUTING,4,,Q4
International Journal of Grid and Utility Computing,INTERNATIONAL JOURNAL OF GRID AND UTILITY COMPUTING,4,,Q4
INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,4,,Q4
International Journal of Group Theory,INTERNATIONAL JOURNAL OF GROUP THEORY,4,,Q1
INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,3,,Q1
INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY,INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY,4,,Q3
INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,INTERNATIONAL JOURNAL OF GYNECOLOGY AND OBSTETRICS,4,,Q2
International Journal of Happiness and Development,INTERNATIONAL JOURNAL OF HAPPINESS AND DEVELOPMENT,4,,Q3
INTERNATIONAL JOURNAL OF HEALTH CARE QUALITY ASSURANCE,INTERNATIONAL JOURNAL OF HEALTH CARE QUALITY ASSURANCE,4,,Q2
International Journal of Health Economics and Management,INTERNATIONAL JOURNAL OF HEALTH ECONOMICS AND MANAGEMENT,4,,Q2
International Journal of Health Geographics,INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS,3,,Q1
International Journal of Health Governance,INTERNATIONAL JOURNAL OF HEALTH GOVERNANCE,4,,Q3
International journal of Health Medicine and Current Research-IJHMCR,INTERNATIONAL JOURNAL OF HEALTH MEDICINE AND CURRENT RESEARCH IJHMCR,4,,Q4
INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT,INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT,4,,Q3
International Journal of Health Policy and Management,INTERNATIONAL JOURNAL OF HEALTH POLICY AND MANAGEMENT,3,,Q1
International Journal of Health Promotion and Education,INTERNATIONAL JOURNAL OF HEALTH PROMOTION AND EDUCATION,4,,Q3
International Journal of Health Sciences-IJHS,INTERNATIONAL JOURNAL OF HEALTH SCIENCES IJHS,4,,Q2
INTERNATIONAL JOURNAL OF HEALTH SERVICES,INTERNATIONAL JOURNAL OF HEALTH SERVICES,,,Q1
International Journal of Healthcare Information Systems and Informatics,INTERNATIONAL JOURNAL OF HEALTHCARE INFORMATION SYSTEMS AND INFORMATICS,4,,Q4
International Journal of Healthcare Management,INTERNATIONAL JOURNAL OF HEALTHCARE MANAGEMENT,4,,Q4
International Journal of Healthcare Technology and Management,INTERNATIONAL JOURNAL OF HEALTHCARE TECHNOLOGY AND MANAGEMENT,4,,Q4
INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,3,,Q2
INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,2,,Q1
International Journal of Heat and Technology,INTERNATIONAL JOURNAL OF HEAT AND TECHNOLOGY,4,,Q4
International Journal of Heavy Vehicle Systems,INTERNATIONAL JOURNAL OF HEAVY VEHICLE SYSTEMS,4,,Q4
INTERNATIONAL JOURNAL OF HEMATOLOGY,INTERNATIONAL JOURNAL OF HEMATOLOGY,4,,Q3
International Journal of Hepatobiliary and Pancreatic Diseases,INTERNATIONAL JOURNAL OF HEPATOBILIARY AND PANCREATIC DISEASES,,,Q4
International Journal of Hepatology,INTERNATIONAL JOURNAL OF HEPATOLOGY,4,,Q4
International Journal of Heritage Studies,INTERNATIONAL JOURNAL OF HERITAGE STUDIES,1,Yes,Q2
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,3,,Q2
International Journal of Hindu Studies,INTERNATIONAL JOURNAL OF HINDU STUDIES,3,,
International Journal of Historical Archaeology,INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY,2,Yes,
International Journal of the History of Sport,INTERNATIONAL JOURNAL OF HISTORY OF SPORT,4,,Q1
International Journal of Hospitality & Tourism Administration,INTERNATIONAL JOURNAL OF HOSPITALITY AND TOURISM ADMINISTRATION,4,,Q2
International Journal of Hospitality Management,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,1,Yes,Q1
International Journal of Housing Markets and Analysis,INTERNATIONAL JOURNAL OF HOUSING MARKETS AND ANALYSIS,4,,Q2
International Journal of Housing Policy,INTERNATIONAL JOURNAL OF HOUSING POLICY,3,,Q2
International Journal of Human Capital and Information Technology Professionals,INTERNATIONAL JOURNAL OF HUMAN CAPITAL AND INFORMATION TECHNOLOGY PROFESSIONALS,4,,Q3
INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,INTERNATIONAL JOURNAL OF HUMAN COMPUTER INTERACTION,3,,Q1
INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,INTERNATIONAL JOURNAL OF HUMAN COMPUTER STUDIES,2,,Q1
International Journal of Human Factors and Ergonomics,INTERNATIONAL JOURNAL OF HUMAN FACTORS AND ERGONOMICS,4,,Q4
INTERNATIONAL JOURNAL OF HUMAN GENETICS,INTERNATIONAL JOURNAL OF HUMAN GENETICS,4,,Q4
INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,3,,Q1
International Journal of Human Rights,INTERNATIONAL JOURNAL OF HUMAN RIGHTS,3,,Q1
International Journal of Human Rights and Constitutional Studies,INTERNATIONAL JOURNAL OF HUMAN RIGHTS AND CONSTITUTIONAL STUDIES,4,,Q4
International Journal of Human Rights in Health Care,INTERNATIONAL JOURNAL OF HUMAN RIGHTS IN HEALTH CARE,4,,Q4
International Journal of Humanities and Arts Computing-A Journal of Digital Humanities,INTERNATIONAL JOURNAL OF HUMANITIES AND ARTS COMPUTING A JOURNAL OF DIGITAL HUMANITIES,4,,
International Journal of Humanoid Robotics,INTERNATIONAL JOURNAL OF HUMANOID ROBOTICS,4,,Q3
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,2,,Q1
International Journal of Hydrology Science and Technology,INTERNATIONAL JOURNAL OF HYDROLOGY SCIENCE AND TECHNOLOGY,4,,Q4
International Journal of Hydromechatronics,INTERNATIONAL JOURNAL OF HYDROMECHATRONICS,1,Yes,Q1
INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,2,,Q1
International Journal of Hypertension,INTERNATIONAL JOURNAL OF HYPERTENSION,4,,Q3
INTERNATIONAL JOURNAL OF HYPERTHERMIA,INTERNATIONAL JOURNAL OF HYPERTHERMIA,3,,Q2
INTERNATIONAL JOURNAL OF IBERIAN STUDIES,INTERNATIONAL JOURNAL OF IBERIAN STUDIES,4,,Q3
International Journal of Image and Data Fusion,INTERNATIONAL JOURNAL OF IMAGE AND DATA FUSION,4,,Q4
International Journal of Image and Graphics,INTERNATIONAL JOURNAL OF IMAGE AND GRAPHICS,4,,Q4
INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,4,,Q2
International Journal of Immunogenetics,INTERNATIONAL JOURNAL OF IMMUNOGENETICS,4,,Q4
INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,4,,Q2
INTERNATIONAL JOURNAL OF IMPACT ENGINEERING,INTERNATIONAL JOURNAL OF IMPACT ENGINEERING,2,,Q1
International Journal of Implant Dentistry,INTERNATIONAL JOURNAL OF IMPLANT DENTISTRY,2,,Q1
INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH,INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH,3,,Q2
International Journal of Inclusive Education,INTERNATIONAL JOURNAL OF INCLUSIVE EDUCATION,4,,Q2
International Journal of the Inclusive Museum,INTERNATIONAL JOURNAL OF INCLUSIVE MUSEUM,4,,Q3
International Journal of Indian Culture and Business Management,INTERNATIONAL JOURNAL OF INDIAN CULTURE AND BUSINESS MANAGEMENT,4,,Q4
International Journal of Indigenous Health,INTERNATIONAL JOURNAL OF INDIGENOUS HEALTH,4,,Q4
International Journal of Industrial Engineering and Management,INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING AND MANAGEMENT,4,,Q2
International Journal of Industrial Engineering Computations,INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING COMPUTATIONS,4,,Q3
INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE,INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING THEORY APPLICATIONS AND PRACTICE,4,,Q4
INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,2,,Q2
INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,3,,Q3
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,2,,Q1
International Journal of Inflammation,INTERNATIONAL JOURNAL OF INFLAMMATION,4,,Q4
International Journal of Information and Communication Technology Education,INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY EDUCATION,4,,Q2
International Journal of Information and Computer Security,INTERNATIONAL JOURNAL OF INFORMATION AND COMPUTER SECURITY,,,Q4
International Journal of Information and Learning Technology,INTERNATIONAL JOURNAL OF INFORMATION AND LEARNING TECHNOLOGY,3,,Q3
INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,1,Yes,Q1
International Journal of Information Retrieval Research,INTERNATIONAL JOURNAL OF INFORMATION RETRIEVAL RESEARCH,4,,Q4
International Journal of Information Security,INTERNATIONAL JOURNAL OF INFORMATION SECURITY,4,,Q2
International Journal of Information Security and Privacy,INTERNATIONAL JOURNAL OF INFORMATION SECURITY AND PRIVACY,4,,Q4
International Journal of Information System Modeling and Design,INTERNATIONAL JOURNAL OF INFORMATION SYSTEM MODELING AND DESIGN,4,,Q4
International Journal of Information Systems and Supply Chain Management,INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND SUPPLY CHAIN MANAGEMENT,4,,Q4
International Journal of Information Systems in the Service Sector,INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS IN SERVICE SECTOR,4,,Q4
International Journal of Information Technologies and Systems Approach,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGIES AND SYSTEMS APPROACH,4,,Q4
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY AND DECISION MAKING,4,,Q3
International Journal of Information Technology and Web Engineering,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY AND WEB ENGINEERING,4,,Q4
